x=980, y=570, key=1, timestamp=1652874157316
x=2729, y=610, key=1, timestamp=1652909332072
x=2028, y=278, key=1, timestamp=1652909388516
x=3728, y=195, key=1, timestamp=1652909397376
x=2934, y=618, key=1, timestamp=1652909399149
x=2945, y=726, key=1, timestamp=1652909404079
x=3046, y=725, key=1, timestamp=1652909404699
x=2682, y=958, key=1, timestamp=1652909407045
x=2792, y=958, key=1, timestamp=1652909408328
x=2911, y=955, key=1, timestamp=1652909408966
x=2701, y=963, key=1, timestamp=1652909410285
x=2963, y=607, key=1, timestamp=1652909415007
x=2817, y=598, key=1, timestamp=1652909416195
x=2961, y=596, key=1, timestamp=1652909416635
x=3048, y=722, key=1, timestamp=1652909419996
x=2698, y=968, key=1, timestamp=1652909420938
x=2014, y=175, key=1, timestamp=1652909432857
x=3716, y=417, key=1, timestamp=1652909434649
x=3423, y=736, key=1, timestamp=1652909439237
x=2668, y=426, key=1, timestamp=1652909441490
x=2741, y=601, key=1, timestamp=1652909442329
x=2036, y=285, key=1, timestamp=1652909500758
x=3160, y=442, key=1, timestamp=1652909502555
x=3055, y=602, key=1, timestamp=1652909506620
x=2611, y=531, key=1, timestamp=1652909511803
x=2704, y=489, key=1, timestamp=1652909521105
x=2704, y=489, key=1, timestamp=1652909529535
x=2704, y=489, key=1, timestamp=1652909534930
x=2704, y=489, key=1, timestamp=1652909545274
x=2705, y=489, key=1, timestamp=1652909556051
x=2705, y=489, key=1, timestamp=1652909564548
x=2705, y=489, key=1, timestamp=1652909575125
x=2705, y=489, key=1, timestamp=1652909581763
x=2705, y=489, key=1, timestamp=1652909589268
x=2705, y=489, key=1, timestamp=1652909599120
x=2589, y=296, key=1, timestamp=1652909601994
x=2549, y=446, key=1, timestamp=1652909609344
x=38, y=602, key=1, timestamp=1652909613886
